season,competition,event,instance_of_event_in_competition,gender,round,race,Place,Start Pos.,Warn.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.,Points,laps_of_split_data,lap_1_position,lap_1_laptime,lap_1_elapsedtime,lap_2_position,lap_2_laptime,lap_2_elapsedtime,lap_3_position,lap_3_laptime,lap_3_elapsedtime,lap_4_position,lap_4_laptime,lap_4_elapsedtime,lap_5_position,lap_5_laptime,lap_5_elapsedtime,lap_6_position,lap_6_laptime,lap_6_elapsedtime,lap_7_position,lap_7_laptime,lap_7_elapsedtime,lap_8_position,lap_8_laptime,lap_8_elapsedtime,lap_9_position,lap_9_laptime,lap_9_elapsedtime,lap_10_position,lap_10_laptime,lap_10_elapsedtime,lap_11_position,lap_11_laptime,lap_11_elapsedtime,lap_12_position,lap_12_laptime,lap_12_elapsedtime,lap_13_position,lap_13_laptime,lap_13_elapsedtime,lap_14_position,lap_14_laptime,lap_14_elapsedtime,lap_15_position,lap_15_laptime,lap_15_elapsedtime,lap_16_position,lap_16_laptime,lap_16_elapsedtime,lap_17_position,lap_17_laptime,lap_17_elapsedtime,lap_18_position,lap_18_laptime,lap_18_elapsedtime,lap_19_position,lap_19_laptime,lap_19_elapsedtime,lap_20_position,lap_20_laptime,lap_20_elapsedtime,lap_21_position,lap_21_laptime,lap_21_elapsedtime,lap_22_position,lap_22_laptime,lap_22_elapsedtime,lap_23_position,lap_23_laptime,lap_23_elapsedtime,lap_24_position,lap_24_laptime,lap_24_elapsedtime,lap_25_position,lap_25_laptime,lap_25_elapsedtime,lap_26_position,lap_26_laptime,lap_26_elapsedtime,lap_27_position,lap_27_laptime,lap_27_elapsedtime,lap_28_position,lap_28_laptime,lap_28_elapsedtime,lap_29_position,lap_29_laptime,lap_29_elapsedtime,lap_30_position,lap_30_laptime,lap_30_elapsedtime,lap_31_position,lap_31_laptime,lap_31_elapsedtime,lap_32_position,lap_32_laptime,lap_32_elapsedtime,lap_33_position,lap_33_laptime,lap_33_elapsedtime,lap_34_position,lap_34_laptime,lap_34_elapsedtime,lap_35_position,lap_35_laptime,lap_35_elapsedtime,lap_36_position,lap_36_laptime,lap_36_elapsedtime,lap_37_position,lap_37_laptime,lap_37_elapsedtime,lap_38_position,lap_38_laptime,lap_38_elapsedtime,lap_39_position,lap_39_laptime,lap_39_elapsedtime,lap_40_position,lap_40_laptime,lap_40_elapsedtime,lap_41_position,lap_41_laptime,lap_41_elapsedtime,lap_42_position,lap_42_laptime,lap_42_elapsedtime,lap_43_position,lap_43_laptime,lap_43_elapsedtime,lap_44_position,lap_44_laptime,lap_44_elapsedtime,lap_45_position,lap_45_laptime,lap_45_elapsedtime
2006-2007,"ISU World Cup 2006/2007, Canada, Saguenay",500m,1,w,QuarterFinals,1,2,2,,,36.0,AriannaFONTANA,6227,ITA,"
						44.757 
					",Q,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,"ISU World Cup 2006/2007, Canada, Saguenay",500m,1,w,SemiFinals,2,2,2,,,36.0,AriannaFONTANA,6227,ITA,"
						45.387 
					",Q,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,"ISU World Cup 2006/2007, Canada, Saguenay",500m,2,w,SemiFinals,1,3,3,,,36.0,AriannaFONTANA,6227,ITA,"
						44.858 
					",,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,"ISU World Cup 2006/2007, Canada, Saguenay",500m,2,w,FinalB,1,2,1,,,36.0,AriannaFONTANA,6227,ITA,"
						 
					",,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,"ISU World Cup 2006/2007, China, Changchun",500m,-1,w,QuarterFinals,3,1,2,,,723.0,AriannaFONTANA,6227,ITA,"
						45.139 
					",Q,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,"ISU World Cup 2006/2007, China, Changchun",500m,-1,w,SemiFinals,2,2,3,,,723.0,AriannaFONTANA,6227,ITA,"
						44.571 
					",Q,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,"ISU World Cup 2006/2007, China, Changchun",1000m,-1,w,Heats,4,3,4,,,723.0,AriannaFONTANA,6227,ITA,"
						1:34.341 
					",q,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,"ISU World Cup 2006/2007, China, Changchun",1000m,-1,w,Preliminaries,3,1,3,,,723.0,AriannaFONTANA,6227,ITA,"
						1:39.435 
					",Q,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,"ISU World Cup 2006/2007, China, Changchun",1000m,-1,w,QuarterFinals,3,3,2,,,723.0,AriannaFONTANA,6227,ITA,"
						1:32.958 
					",,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,"ISU World Cup 2010/2011, RUS, Moscow",1500m,-1,w,Heats,4,1,2,,,11.0,Marie-EveDROLET,6059,CAN,"
						2:29.502 
					",Q,,14.0,2.0,8.81,8.81,2.0,12.12,20.93,2.0,11.37,32.30,2.0,11.66,43.96,3.0,12.15,56.11,3.0,11.58,1:07.69,1.0,10.58,1:18.27,2.0,10.45,1:28.72,2.0,10.25,1:38.97,2.0,9.81,1:48.78,2.0,10.40,1:59.18,2.0,10.44,2:09.62,1.0,9.92,2:19.54,1.0,9.97,2:29.502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,"ISU World Cup 2010/2011, GER, Dresden",1000m,-1,w,Quarterfinals,4,2,2,,,8.0,Marie-EveDROLET,6059,CAN,"
						1:35.223 
					",Q,,9.0,2.0,13.27,13.27,3.0,10.74,24.01,4.0,11.14,35.15,4.0,10.49,45.64,4.0,10.42,56.06,2.0,9.53,1:05.59,2.0,9.73,1:15.32,2.0,9.98,1:25.30,2.0,9.93,1:35.223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,"ISU World Cup 2010/2011, GER, Dresden",1500m,-1,w,Heats,5,2,3,,,8.0,Marie-EveDROLET,6059,CAN,"
						2:30.080 
					",Q,,14.0,3.0,9.49,9.49,4.0,13.04,22.53,4.0,12.02,34.55,4.0,12.31,46.86,4.0,11.64,58.50,4.0,10.90,1:09.40,4.0,10.82,1:20.22,4.0,10.51,1:30.73,4.0,10.61,1:41.34,1.0,9.88,1:51.22,1.0,9.35,2:00.57,1.0,9.76,2:10.33,2.0,9.87,2:20.20,2.0,9.88,2:30.080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,"ISU World Cup 2010/2011, GER, Dresden",500m,1,w,Preliminaries,5,1,3,,,35.0,AriannaFONTANA,6227,ITA,"
						45.018 
					",Q,,5.0,1.0,7.46,7.46,1.0,9.45,16.91,1.0,9.25,26.16,1.0,9.46,35.62,1.0,9.40,45.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,"ISU World Cup 2010/2011, GER, Dresden",500m,1,w,Heats,3,1,1,,,35.0,AriannaFONTANA,6227,ITA,"
						44.462 
					",Q,,5.0,1.0,7.36,7.36,1.0,9.36,16.72,1.0,9.17,25.89,1.0,9.24,35.13,1.0,9.34,44.462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",1000m,-1,w,Quarterfinals,2,3,1,,,5.0,Marie-EveDROLET,6059,CAN,"
						1:32.357 
					",,,9.0,1.0,12.84,12.84,2.0,10.05,22.89,3.0,10.18,33.07,3.0,9.81,42.88,3.0,9.73,52.61,3.0,9.83,1:02.44,3.0,9.90,1:12.34,3.0,10.02,1:22.36,3.0,10.00,1:32.357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",1500m,1,w,Heats,3,1,2,,,29.0,AriannaFONTANA,6227,ITA,"
						2:31.618 
					",Q,,14.0,1.0,8.92,8.92,1.0,13.21,22.13,2.0,12.36,34.49,3.0,11.12,45.61,3.0,11.12,56.73,1.0,10.90,1:07.63,2.0,10.59,1:18.22,2.0,10.68,1:28.90,2.0,10.87,1:39.77,1.0,10.56,1:50.33,1.0,10.28,2:00.61,1.0,10.35,2:10.96,1.0,10.31,2:21.27,1.0,10.35,2:31.618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,"ISU World Cup 2010/2011, CAN, Quebec City",500m,-1,m,Preliminaries,7,1,2,,,106.0,FrancoisHAMELIN,6167,CAN,"
						41.875 
					",Q,,5.0,1.0,6.70,6.70,1.0,8.95,15.65,1.0,8.65,24.30,1.0,8.69,32.99,1.0,8.89,41.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,"ISU World Cup 2010/2011, CAN, Quebec City",1500m,-1,w,Heats,1,1,1,,,5.0,Marie-EveDROLET,6059,CAN,"
						2:28.909 
					",Q,,14.0,2.0,8.55,8.55,2.0,12.14,20.69,2.0,11.76,32.45,1.0,11.67,44.12,2.0,11.26,55.38,1.0,11.12,1:06.50,1.0,11.06,1:17.56,2.0,11.21,1:28.77,1.0,10.50,1:39.27,2.0,10.09,1:49.36,2.0,9.78,1:59.14,1.0,9.70,2:08.84,1.0,9.91,2:18.75,1.0,10.16,2:28.909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,"ISU World Cup 2010/2011, CAN, Quebec City",1000m,1,w,Preliminaries,4,1,4,,,29.0,AriannaFONTANA,6227,ITA,"
						1:35.302 
					",Q,,9.0,2.0,13.10,13.10,2.0,10.48,23.58,2.0,10.67,34.25,2.0,10.22,44.47,2.0,10.45,54.92,3.0,10.71,1:05.63,2.0,10.13,1:15.76,1.0,9.69,1:25.45,1.0,9.86,1:35.302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,"ISU World Cup 2010/2011, CAN, Quebec City",1500m,-1,w,Semifinals,1,2,1,,,5.0,Marie-EveDROLET,6059,CAN,"
						2:21.914 
					",QA,,14.0,2.0,8.53,8.53,2.0,11.41,19.94,2.0,11.05,30.99,2.0,10.11,41.10,3.0,10.23,51.33,2.0,10.01,1:01.34,1.0,10.13,1:11.47,1.0,10.66,1:22.13,1.0,10.39,1:32.52,2.0,10.08,1:42.60,2.0,9.67,1:52.27,2.0,9.84,2:02.11,2.0,9.79,2:11.90,2.0,10.02,2:21.914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,"ISU World Cup 2010/2011, CHN, Changchun",1500m,-1,m,Heats,2,3,3,,,147.0,KNEGTSjinkie,7352,NED,"
						2:26.967 
					",,,14.0,2.0,9.39,9.39,2.0,13.27,22.66,2.0,12.90,35.56,2.0,12.70,48.26,1.0,11.73,59.99,2.0,10.25,1:10.24,2.0,10.35,1:20.59,3.0,10.36,1:30.95,3.0,9.77,1:40.72,2.0,9.42,1:50.14,2.0,9.28,1:59.42,3.0,9.26,2:08.68,3.0,9.00,2:17.68,3.0,9.29,2:26.967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,"ISU World Cup 2010/2011, CHN, Changchun",1500m,-1,w,Heats,4,2,2,,,5.0,Marie-EveDROLET,6059,CAN,"
						2:36.995 
					",Q,,14.0,1.0,9.67,9.67,1.0,14.99,24.66,1.0,13.17,37.83,1.0,14.20,52.03,1.0,11.65,1:03.68,1.0,12.37,1:16.05,2.0,10.87,1:26.92,3.0,10.78,1:37.70,3.0,9.78,1:47.48,1.0,9.92,1:57.40,1.0,9.83,2:07.23,2.0,10.11,2:17.34,2.0,9.71,2:27.05,2.0,9.95,2:36.995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,"ISU World Cup 2010/2011, CHN, Shanghai",1500m,1,w,Heats,3,2,1,,,58.0,AriannaFONTANA,6227,ITA,"
						2:42.688 
					",Q,,14.0,1.0,10.09,10.09,1.0,14.58,24.67,1.0,13.72,38.39,1.0,13.18,51.57,1.0,13.03,1:04.60,1.0,11.89,1:16.49,1.0,11.75,1:28.24,1.0,11.97,1:40.21,2.0,11.48,1:51.69,1.0,10.65,2:02.34,1.0,10.26,2:12.60,1.0,10.16,2:22.76,1.0,9.86,2:32.62,2.0,10.07,2:42.688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,"2011 ISU European Championships, NED, Heerenveen",500m,-1,m,Preliminaries,3,1,2,,,156.0,KNEGTSjinkie,7352,NED,"
						42.956 
					",Q,,5.0,1.0,7.17,7.17,1.0,9.15,16.32,1.0,8.95,25.27,1.0,8.75,34.02,1.0,8.94,42.956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,"2011 ISU European Championships, NED, Heerenveen",500m,-1,m,Heats,2,1,1,,,156.0,KNEGTSjinkie,7352,NED,"
						42.130 
					",Q,,5.0,1.0,6.78,6.78,1.0,9.28,16.06,1.0,8.55,24.61,1.0,8.68,33.29,1.0,8.84,42.130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,"2011 ISU European Championships, NED, Heerenveen",1500m,-1,m,Heats,7,1,4,,,156.0,KNEGTSjinkie,7352,NED,"
						2:18.121 
					",Q,,14.0,4.0,8.01,8.01,4.0,10.46,18.47,4.0,10.33,28.80,4.0,10.32,39.12,4.0,10.38,49.50,4.0,10.47,59.97,3.0,10.16,1:10.13,3.0,9.97,1:20.10,3.0,9.81,1:29.91,3.0,9.82,1:39.73,2.0,9.51,1:49.24,2.0,9.71,1:58.95,2.0,9.34,2:08.29,1.0,9.84,2:18.121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,"2011 ISU European Championships, NED, Heerenveen",1500m,-1,m,Semifinals,2,1,3,,,156.0,KNEGTSjinkie,7352,NED,"
						2:24.694 
					",Q,,14.0,2.0,8.35,8.35,3.0,13.22,21.57,2.0,13.24,34.81,1.0,11.97,46.78,1.0,11.37,58.15,1.0,10.56,1:08.71,3.0,10.30,1:19.01,3.0,9.55,1:28.56,3.0,9.44,1:38.00,3.0,9.09,1:47.09,1.0,9.20,1:56.29,2.0,9.65,2:05.94,2.0,9.31,2:15.25,1.0,9.45,2:24.694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,"2011 ISU World Short Track Championships, Sheffield, GBR",1000m,-1,m,Quarterfinals,3,2,5,,,211.0,FrancoisHAMELIN,6167,CAN,"
						1:29.604 
					",Q,,9.0,2.0,12.5,12.50,2.0,10.17,22.67,3.0,9.9,32.57,3.0,9.5,42.07,3.0,9.33,51.40,3.0,9.39,1:00.79,2.0,9.36,1:10.15,3.0,9.44,1:19.59,2.0,10.02,1:29.604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,"2011 ISU World Short Track Championships, Sheffield, GBR",1500m,-1,m,Quarterfinals,4,2,3,,,255.0,KNEGTSjinkie,7352,NED,"
						2:23.334 
					",Q,,14.0,3.0,8.44,8.44,3.0,12.03,20.47,3.0,11.83,32.30,4.0,10.89,43.19,4.0,11.07,54.26,4.0,10.22,1:04.48,4.0,10.15,1:14.63,3.0,10.07,1:24.70,1.0,9.58,1:34.28,1.0,10.05,1:44.33,1.0,9.74,1:54.07,2.0,9.57,2:03.64,2.0,9.69,2:13.33,2.0,10.01,2:23.334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,"2011 ISU World Short Track Championships, Sheffield, GBR",1500m,-1,m,Quarterfinals,5,1,4,,,211.0,FrancoisHAMELIN,6167,CAN,"
						2:29.322 
					",Q,,14.0,5.0,9.23,9.23,5.0,13.51,22.74,1.0,11.68,34.42,3.0,12.08,46.50,3.0,11.17,57.67,2.0,11.36,1:09.03,1.0,10.57,1:19.60,1.0,10.11,1:29.71,1.0,10.44,1:40.15,1.0,10.30,1:50.45,1.0,10.72,2:01.17,1.0,8.58,2:09.75,1.0,9.56,2:19.31,1.0,10.02,2:29.322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,"2011 ISU World Short Track Championships, Sheffield, GBR",1500m,-1,m,Semifinals,2,4,2,,,255.0,KNEGTSjinkie,7352,NED,"
						2:19.935 
					",,,14.0,2.0,9.28,9.28,3.0,11.77,21.05,3.0,10.03,31.08,4.0,10.58,41.66,3.0,10.07,51.73,3.0,10.36,1:02.09,3.0,10.35,1:12.44,3.0,10.22,1:22.66,3.0,9.53,1:32.19,3.0,9.82,1:42.01,3.0,9.54,1:51.55,3.0,9.41,2:00.96,3.0,9.37,2:10.33,4.0,9.61,2:19.935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,"2011 ISU World Short Track Championships, Sheffield, GBR",1500m,-1,m,Semifinals,3,4,6,,,211.0,FrancoisHAMELIN,6167,CAN,"
						2:22.690 
					",,,14.0,4.0,8.32,8.32,4.0,11.97,20.29,4.0,10.48,30.77,4.0,10.63,41.40,4.0,10.07,51.47,4.0,10.06,1:01.53,4.0,10.59,1:12.12,4.0,10.2,1:22.32,4.0,10.12,1:32.44,3.0,9.54,1:41.98,6.0,9.98,1:51.96,6.0,10.2,2:02.16,6.0,10.04,2:12.20,4.0,10.49,2:22.690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,"2011 ISU World Short Track Championships, Sheffield, GBR",500m,-1,m,Preliminaries,2,1,3,,,211.0,FrancoisHAMELIN,6167,CAN,"
						42.929 
					",Q,,5.0,1.0,6.68,6.68,1.0,9.25,15.93,1.0,8.85,24.78,1.0,8.89,33.67,1.0,9.26,42.929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,"2011 ISU World Short Track Championships, Sheffield, GBR",500m,-1,m,Preliminaries,8,1,3,,,255.0,KNEGTSjinkie,7352,NED,"
						43.857 
					",Q,,5.0,1.0,7.10,7.10,1.0,9.54,16.64,1.0,8.93,25.57,1.0,8.99,34.56,1.0,9.30,43.857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,"2011 ISU World Short Track Championships, Sheffield, GBR",500m,-1,m,Heats,4,1,2,,,211.0,FrancoisHAMELIN,6167,CAN,"
						42.883 
					",Q,,5.0,1.0,6.69,6.69,1.0,9.37,16.06,1.0,8.80,24.86,1.0,8.93,33.79,1.0,9.10,42.883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,"2011 ISU World Short Track Championships, Sheffield, GBR",500m,-1,m,Heats,6,PEN,4,,,255.0,KNEGTSjinkie,7352,NED,"
						PEN
					",,,5.0,4.0,7.12,7.12,2.0,9.45,16.57,2.0,8.97,25.54,1.0,9.03,34.57,,,PEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,"2011 ISU World Short Track Championships, Sheffield, GBR",1000m,-1,w,Quarterfinals,1,2,3,,,128.0,AriannaFONTANA,6227,ITA,"
						1:33.474 
					",Q,,9.0,2.0,13.23,13.23,2.0,10.15,23.38,2.0,10.11,33.49,2.0,10.25,43.74,2.0,10.06,53.80,2.0,9.91,1:03.71,2.0,9.90,1:13.61,1.0,10.86,1:24.47,2.0,9.01,1:33.474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,"2011 ISU World Short Track Championships, Sheffield, GBR",1000m,-1,w,Quarterfinals,2,4,3,,,107.0,Marie-EveDROLET,6059,CAN,"
						1:34.527 
					",,,9.0,3.0,13.17,13.17,5.0,10.57,23.74,5.0,9.88,33.62,4.0,9.91,43.53,4.0,10.13,53.66,5.0,10.38,1:04.04,3.0,9.97,1:14.01,4.0,10.07,1:24.08,4.0,10.45,1:34.527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,"2011 ISU World Short Track Championships, Sheffield, GBR",1000m,-1,w,SemiFinals,2,2,2,,,128.0,AriannaFONTANA,6227,ITA,"
						1:34.716 
					",Q,,9.0,2.0,13.40,13.40,2.0,10.69,24.09,2.0,10.30,34.39,2.0,10.13,44.52,2.0,9.59,54.11,2.0,10.04,1:04.15,2.0,9.94,1:14.09,2.0,10.14,1:24.23,2.0,10.49,1:34.716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,"2011 ISU World Short Track Championships, Sheffield, GBR",1000m,-1,w,Heats,7,1,4,,,107.0,Marie-EveDROLET,6059,CAN,"
						1:36.462 
					",Q,,9.0,2.0,13.58,13.58,2.0,11.03,24.61,3.0,11.11,35.72,3.0,10.34,46.06,3.0,10.17,56.23,1.0,9.75,1:05.98,1.0,9.95,1:15.93,1.0,10.09,1:26.02,1.0,10.45,1:36.462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,"2011 ISU World Short Track Championships, Sheffield, GBR",1000m,-1,w,Heats,9,1,1,,,128.0,AriannaFONTANA,6227,ITA,"
						1:39.094 
					",Q,,9.0,3.0,14.69,14.69,3.0,11.27,25.96,3.0,11.01,36.97,3.0,10.71,47.68,3.0,10.28,57.96,3.0,10.53,1:08.49,2.0,10.34,1:18.83,1.0,9.90,1:28.73,1.0,10.37,1:39.094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
